sampling_method,profile,aux_var,partitioning,budget,run_id,theta_hat,theta_true,failures_obs,execution_time
SRS,P0,PC,none,100,13,0.08,0.1116504854368931,8,0.0001691249199211
SRS,P0,PC,none,100,14,0.12,0.1116504854368931,12,0.000170832965523
SRS,P0,PC,none,100,15,0.12,0.1116504854368931,12,0.0001598331145942
SRS,P0,PC,none,100,16,0.13,0.1116504854368931,13,0.0002624173648655
SRS,P0,PC,none,100,17,0.09,0.1116504854368931,9,0.0002147918567061
SRS,P0,PC,none,100,18,0.17,0.1116504854368931,17,0.0002430002205073
SRS,P0,PC,none,100,19,0.05,0.1116504854368931,5,0.0002669575624167
SRS,P0,PC,none,100,20,0.17,0.1116504854368931,17,0.0001887078396975
SRS,P0,PC,none,100,21,0.17,0.1116504854368931,17,0.0001789173111319
SRS,P0,PC,none,100,22,0.14,0.1116504854368931,14,0.0001786658540368
SRS,P0,PC,none,100,23,0.14,0.1116504854368931,14,0.0002329158596694
SRS,P0,PC,none,100,24,0.14,0.1116504854368931,14,0.0001726248301565
SRS,P0,PC,none,100,25,0.13,0.1116504854368931,13,0.0001759580336511
SRS,P0,PC,none,100,26,0.08,0.1116504854368931,8,0.0001713749952614
SRS,P0,PC,none,100,27,0.1,0.1116504854368931,10,0.0001626671291887
SRS,P0,PC,none,100,28,0.14,0.1116504854368931,14,0.0001632920466363
SRS,P0,PC,none,100,29,0.12,0.1116504854368931,12,0.000163999851793
SRS,P0,PC,none,100,30,0.17,0.1116504854368931,17,0.0001612501218914
SRS,P0,PC,none,200,1,0.115,0.1116504854368931,23,0.0001825001090764
SRS,P0,PC,none,200,2,0.13,0.1116504854368931,26,0.0001765000633895
SRS,P0,PC,none,200,3,0.145,0.1116504854368931,29,0.0001851660199463
SRS,P0,PC,none,200,4,0.115,0.1116504854368931,23,0.0002382919192314
SRS,P0,PC,none,200,5,0.135,0.1116504854368931,27,0.0001952499151229
