sampling_method,profile,aux_var,partitioning,budget,run_id,theta_hat,theta_true,failures_obs,execution_time
2UPS,P1,PC,ODD,100,10,0.1130078194001606,0.110797104469302,12,0.0021750419400632
2UPS,P1,PC,ODD,100,11,0.1880770464317167,0.110797104469302,21,0.0019457088783383
2UPS,P1,PC,ODD,100,12,0.060477263566816,0.110797104469302,7,0.0019302922300994
2UPS,P1,PC,ODD,100,13,0.1293211445442498,0.110797104469302,17,0.0019364589825272
2UPS,P1,PC,ODD,100,14,0.1195695105364178,0.110797104469302,11,0.002251666970551
2UPS,P1,PC,ODD,100,15,0.1494217853372743,0.110797104469302,15,0.0021075000986456
2UPS,P1,PC,ODD,100,16,0.101650923709383,0.110797104469302,12,0.0019126250408589
2UPS,P1,PC,ODD,100,17,0.1991548484797881,0.110797104469302,17,0.0018859589472413
2UPS,P1,PC,ODD,100,18,0.1306487571898617,0.110797104469302,12,0.0018814578652381
2UPS,P1,PC,ODD,100,19,0.0753368223892009,0.110797104469302,10,0.0020236251875758
2UPS,P1,PC,ODD,100,20,0.0811884228720313,0.110797104469302,9,0.0023962091654539
2UPS,P1,PC,ODD,100,21,0.1583896194973959,0.110797104469302,14,0.0020371656864881
2UPS,P1,PC,ODD,100,22,0.1120171042519163,0.110797104469302,12,0.00203204061836
2UPS,P1,PC,ODD,100,23,0.1333697828425012,0.110797104469302,15,0.002181916963309
2UPS,P1,PC,ODD,100,24,0.1217575574205519,0.110797104469302,17,0.0022792499512434
2UPS,P1,PC,ODD,100,25,0.1731975106277841,0.110797104469302,15,0.0019812081009149
2UPS,P1,PC,ODD,100,26,0.0839111613599475,0.110797104469302,6,0.0021217917092144
2UPS,P1,PC,ODD,100,27,0.1997854225197925,0.110797104469302,16,0.0019147498533129
2UPS,P1,PC,ODD,100,28,0.0382848589378768,0.110797104469302,4,0.0018775002099573
2UPS,P1,PC,ODD,100,29,0.1244617052994782,0.110797104469302,8,0.0023597497493028
2UPS,P1,PC,ODD,100,30,0.091617838529849,0.110797104469302,13,0.0021948330104351
2UPS,P1,PC,ODD,200,1,0.1079937401278821,0.110797104469302,22,0.0030342922545969
2UPS,P1,PC,ODD,200,2,0.1354756373621675,0.110797104469302,28,0.002929083071649
2UPS,P1,PC,ODD,200,3,0.1613316479751014,0.110797104469302,31,0.003254042007029
2UPS,P1,PC,ODD,200,4,0.0890499698447593,0.110797104469302,19,0.0030087502673268
2UPS,P1,PC,ODD,200,5,0.1648705884701813,0.110797104469302,34,0.0028194999322295
2UPS,P1,PC,ODD,200,6,0.121259898385442,0.110797104469302,25,0.0032476671040058
2UPS,P1,PC,ODD,200,7,0.1525012600004482,0.110797104469302,32,0.0030668331310153
2UPS,P1,PC,ODD,200,8,0.1146212175986441,0.110797104469302,25,0.0028926660306751
2UPS,P1,PC,ODD,200,9,0.1604320011961301,0.110797104469302,36,0.0029902500100433
2UPS,P1,PC,ODD,200,10,0.1110168372326862,0.110797104469302,21,0.0028567085973918
2UPS,P1,PC,ODD,200,11,0.1154690542109584,0.110797104469302,27,0.0028648329898715
2UPS,P1,PC,ODD,200,12,0.0871134721273814,0.110797104469302,24,0.0029629580676555
2UPS,P1,PC,ODD,200,13,0.1276604581966496,0.110797104469302,23,0.0029414156451821
2UPS,P1,PC,ODD,200,14,0.0989579972444154,0.110797104469302,22,0.0028911661356687
2UPS,P1,PC,ODD,200,15,0.0694789682956487,0.110797104469302,18,0.002897041849792
2UPS,P1,PC,ODD,200,16,0.0805027198004819,0.110797104469302,17,0.003045542165637
2UPS,P1,PC,ODD,200,17,0.0906455141681278,0.110797104469302,16,0.0035111671313643
2UPS,P1,PC,ODD,200,18,0.1338918480870651,0.110797104469302,26,0.0029318751767277
2UPS,P1,PC,ODD,200,19,0.0581875095052455,0.110797104469302,17,0.0030516250990331
2UPS,P1,PC,ODD,200,20,0.095316267005337,0.110797104469302,20,0.0028435420244932
2UPS,P1,PC,ODD,200,21,0.1174544453959821,0.110797104469302,29,0.0028574168682098
2UPS,P1,PC,ODD,200,22,0.1156666519822626,0.110797104469302,20,0.0029632919467985
2UPS,P1,PC,ODD,200,23,0.0736111138055848,0.110797104469302,14,0.0032685836777091
2UPS,P1,PC,ODD,200,24,0.1337772156193604,0.110797104469302,27,0.002843459136784
2UPS,P1,PC,ODD,200,25,0.098361809454618,0.110797104469302,18,0.0028426670469343
2UPS,P1,PC,ODD,200,26,0.1392755276553662,0.110797104469302,27,0.0033517079427838
2UPS,P1,PC,ODD,200,27,0.080878870333022,0.110797104469302,20,0.0032049999572336
2UPS,P1,PC,ODD,200,28,0.1195560959900755,0.110797104469302,25,0.0033875829540193
2UPS,P1,PC,ODD,200,29,0.1236936464017087,0.110797104469302,23,0.0031379577703773
2UPS,P1,PC,ODD,200,30,0.0917863045091084,0.110797104469302,23,0.0028424998745322
2UPS,P1,PC,ODD,300,1,0.0794534576870023,0.110797104469302,27,0.0038346252404153
2UPS,P1,PC,ODD,300,2,0.0976189768726904,0.110797104469302,32,0.0041653332300484
2UPS,P1,PC,ODD,300,3,0.1343382635622092,0.110797104469302,42,0.0038786251097917
2UPS,P1,PC,ODD,300,4,0.1159543458488507,0.110797104469302,39,0.0041022920049726
2UPS,P1,PC,ODD,300,5,0.1139342852509152,0.110797104469302,33,0.0042929588817059
2UPS,P1,PC,ODD,300,6,0.0819078432098864,0.110797104469302,33,0.0042341668158769
2UPS,P1,PC,ODD,300,7,0.1014220863587819,0.110797104469302,29,0.0043377499096095
2UPS,P1,PC,ODD,300,8,0.1002151808306864,0.110797104469302,35,0.0039784591645002
2UPS,P1,PC,ODD,300,9,0.0874909720181018,0.110797104469302,29,0.0041002910584211
2UPS,P1,PC,ODD,300,10,0.0876392005996591,0.110797104469302,27,0.0044642910361289
2UPS,P1,PC,ODD,300,11,0.0921750714585114,0.110797104469302,26,0.0043597090989351
2UPS,P1,PC,ODD,300,12,0.1359030957052247,0.110797104469302,43,0.0042242920026183
2UPS,P1,PC,ODD,300,13,0.1244359725650646,0.110797104469302,43,0.0040556252934038
2UPS,P1,PC,ODD,300,14,0.1507320990415057,0.110797104469302,40,0.0040882499888539
2UPS,P1,PC,ODD,300,15,0.1391583935550648,0.110797104469302,46,0.004115582909435
2UPS,P1,PC,ODD,300,16,0.0787341016934125,0.110797104469302,27,0.0038574580103158
2UPS,P1,PC,ODD,300,17,0.1257946430634953,0.110797104469302,37,0.0041034161113202
2UPS,P1,PC,ODD,300,18,0.125914723900633,0.110797104469302,39,0.0043299170210957
2UPS,P1,PC,ODD,300,19,0.0982450803223359,0.110797104469302,32,0.0041988338343799
2UPS,P1,PC,ODD,300,20,0.09739572757534,0.110797104469302,35,0.0041266251355409
2UPS,P1,PC,ODD,300,21,0.081479898711031,0.110797104469302,33,0.0058383750729262
2UPS,P1,PC,ODD,300,22,0.1166524976039452,0.110797104469302,35,0.0038695000112056
2UPS,P1,PC,ODD,300,23,0.0770149859084384,0.110797104469302,30,0.0043315421789884
2UPS,P1,PC,ODD,300,24,0.1168721161781566,0.110797104469302,35,0.0041895839385688
2UPS,P1,PC,ODD,300,25,0.1191194410115939,0.110797104469302,34,0.0040839579887688
2UPS,P1,PC,ODD,300,26,0.1110748554761096,0.110797104469302,38,0.0040235421620309
2UPS,P1,PC,ODD,300,27,0.1043718727044921,0.110797104469302,30,0.0039230422116816
2UPS,P1,PC,ODD,300,28,0.117509050728013,0.110797104469302,39,0.0038628745824098
2UPS,P1,PC,ODD,300,29,0.1461228632045911,0.110797104469302,44,0.0043207081034779
2UPS,P1,PC,ODD,300,30,0.1311004663814504,0.110797104469302,40,0.0043021249584853
2UPS,P1,PC,ODD,400,1,0.0773906845623044,0.110797104469302,38,0.0050323749892413
2UPS,P1,PC,ODD,400,2,0.0890307122656925,0.110797104469302,38,0.0052672922611236
2UPS,P1,PC,ODD,400,3,0.0811426130699784,0.110797104469302,38,0.0051354169845581
2UPS,P1,PC,ODD,400,4,0.1546543890811827,0.110797104469302,63,0.0050459997728466
2UPS,P1,PC,ODD,400,5,0.1351540842867951,0.110797104469302,57,0.0051127090118825
2UPS,P1,PC,ODD,400,6,0.1242612704946199,0.110797104469302,52,0.0050343750044703
2UPS,P1,PC,ODD,400,7,0.0950123288403307,0.110797104469302,41,0.0050929579883813
2UPS,P1,PC,ODD,400,8,0.1274651767613832,0.110797104469302,54,0.0050284168682992
2UPS,P1,PC,ODD,400,9,0.0971621270596162,0.110797104469302,42,0.004972250200808
2UPS,P1,PC,ODD,400,10,0.1052806867022572,0.110797104469302,44,0.0050435839220881
2UPS,P1,PC,ODD,400,11,0.0902906111503059,0.110797104469302,40,0.0050404998473823
2UPS,P1,PC,ODD,400,12,0.1077374624380499,0.110797104469302,44,0.0049706669524312
2UPS,P1,PC,ODD,400,13,0.1569040089641155,0.110797104469302,58,0.0048905001021921
2UPS,P1,PC,ODD,400,14,0.1100486336519477,0.110797104469302,49,0.0048347502015531
2UPS,P1,PC,ODD,400,15,0.1093512821526015,0.110797104469302,50,0.0049063330516219
2UPS,P1,PC,ODD,400,16,0.10463647933561,0.110797104469302,43,0.0052012084051966
2UPS,P1,PC,ODD,400,17,0.1126380843425411,0.110797104469302,44,0.0051438333466649
2UPS,P1,PC,ODD,400,18,0.067685422102155,0.110797104469302,33,0.0049969162791967
2UPS,P1,PC,ODD,400,19,0.1076310398871536,0.110797104469302,43,0.0049829171039164
2UPS,P1,PC,ODD,400,20,0.091607829821361,0.110797104469302,42,0.0049458751454949
2UPS,P1,PC,ODD,400,21,0.108003814452102,0.110797104469302,43,0.0048989159986376
2UPS,P1,PC,ODD,400,22,0.1364978707535232,0.110797104469302,50,0.0050004157237708
2UPS,P1,PC,ODD,400,23,0.110015580666608,0.110797104469302,47,0.0051845000125467
2UPS,P1,PC,ODD,400,24,0.0911609282603273,0.110797104469302,40,0.0049954997375607
2UPS,P1,PC,ODD,400,25,0.0590486446878669,0.110797104469302,29,0.0050489581190049
2UPS,P1,PC,ODD,400,26,0.1076428449714268,0.110797104469302,40,0.0048416252247989
2UPS,P1,PC,ODD,400,27,0.1202486689402659,0.110797104469302,51,0.0054218750447034
2UPS,P1,PC,ODD,400,28,0.0894186773683708,0.110797104469302,37,0.0048452080227434
2UPS,P1,PC,ODD,400,29,0.1157949747971869,0.110797104469302,50,0.0064900424331426
2UPS,P1,PC,ODD,400,30,0.1013298558554272,0.110797104469302,39,0.0053023328073322
2UPS,P1,PC,HDBSCAN,50,1,0.1156425958884546,0.110797104469302,29,0.0007245424203574
2UPS,P1,PC,HDBSCAN,50,2,0.1403714737704626,0.110797104469302,28,0.0004950826987624
2UPS,P1,PC,HDBSCAN,50,3,0.1497619210165837,0.110797104469302,30,0.0004791668616235
2UPS,P1,PC,HDBSCAN,50,4,0.2284382456458739,0.110797104469302,33,0.0004505831748247
2UPS,P1,PC,HDBSCAN,50,5,0.1249462483234833,0.110797104469302,35,0.0004629166796803
2UPS,P1,PC,HDBSCAN,50,6,0.0872909214205207,0.110797104469302,27,0.0004401672631502
2UPS,P1,PC,HDBSCAN,50,7,0.0496796290721281,0.110797104469302,31,0.0004445002414286
2UPS,P1,PC,HDBSCAN,50,8,0.1141866818540773,0.110797104469302,34,0.0004462501965463
2UPS,P1,PC,HDBSCAN,50,9,0.0947583359199654,0.110797104469302,30,0.0004532909952104
2UPS,P1,PC,HDBSCAN,50,10,0.0713128444971901,0.110797104469302,27,0.0004491251893341
2UPS,P1,PC,HDBSCAN,50,11,0.2598287389096745,0.110797104469302,35,0.0004482078365981
2UPS,P1,PC,HDBSCAN,50,12,0.0832933328447431,0.110797104469302,28,0.0004451246932148
2UPS,P1,PC,HDBSCAN,50,13,0.1223714308371912,0.110797104469302,35,0.000448833219707
2UPS,P1,PC,HDBSCAN,50,14,0.0736172404148629,0.110797104469302,30,0.0004451661370694
2UPS,P1,PC,HDBSCAN,50,15,0.0977601531786363,0.110797104469302,35,0.0004553748294711
2UPS,P1,PC,HDBSCAN,50,16,0.1116268154888093,0.110797104469302,32,0.0004455409944057
2UPS,P1,PC,HDBSCAN,50,17,0.0996434167980976,0.110797104469302,31,0.0004441668279469
2UPS,P1,PC,HDBSCAN,50,18,0.0953375076722046,0.110797104469302,35,0.000444124918431
2UPS,P1,PC,HDBSCAN,50,19,0.1003051515876059,0.110797104469302,32,0.000448124948889
2UPS,P1,PC,HDBSCAN,50,20,0.1045253867518945,0.110797104469302,33,0.0004413337446749
2UPS,P1,PC,HDBSCAN,50,21,0.0871355521105393,0.110797104469302,32,0.0004495838657021
2UPS,P1,PC,HDBSCAN,50,22,0.0396069482785093,0.110797104469302,29,0.0004424168728291
2UPS,P1,PC,HDBSCAN,50,23,0.0462434605659643,0.110797104469302,28,0.00044283317402
2UPS,P1,PC,HDBSCAN,50,24,0.0947517801446646,0.110797104469302,29,0.0004374161362648
2UPS,P1,PC,HDBSCAN,50,25,0.1030584272522267,0.110797104469302,35,0.0005204170010983
2UPS,P1,PC,HDBSCAN,50,26,0.1336388571374851,0.110797104469302,31,0.0005617090500891
2UPS,P1,PC,HDBSCAN,50,27,0.1648269631227593,0.110797104469302,29,0.0005680001340806
2UPS,P1,PC,HDBSCAN,50,28,0.1551278531811404,0.110797104469302,32,0.0004988331347703
2UPS,P1,PC,HDBSCAN,50,29,0.1448775181231539,0.110797104469302,32,0.0004859170876443
2UPS,P1,PC,HDBSCAN,50,30,0.1555612561962245,0.110797104469302,38,0.0004682498984038
2UPS,P1,PC,HDBSCAN,100,1,0.0777353617348458,0.110797104469302,58,0.0006019170396029
2UPS,P1,PC,HDBSCAN,100,2,0.1160097219766541,0.110797104469302,62,0.0005932501517236
2UPS,P1,PC,HDBSCAN,100,3,0.1102771310385764,0.110797104469302,63,0.00059170788154
2UPS,P1,PC,HDBSCAN,100,4,0.1160521367816446,0.110797104469302,63,0.0006826249882578
2UPS,P1,PC,HDBSCAN,100,5,0.1193951051812909,0.110797104469302,65,0.0005823327228426
2UPS,P1,PC,HDBSCAN,100,6,0.1409625035412663,0.110797104469302,69,0.0005844580009579
2UPS,P1,PC,HDBSCAN,100,7,0.1475157190430223,0.110797104469302,69,0.0005874577909708
2UPS,P1,PC,HDBSCAN,100,8,0.0988567586718958,0.110797104469302,62,0.0005796672776341
2UPS,P1,PC,HDBSCAN,100,9,0.1260279498328242,0.110797104469302,65,0.0005867080762982
2UPS,P1,PC,HDBSCAN,100,10,0.0781746697921045,0.110797104469302,61,0.0005789580754935
2UPS,P1,PC,HDBSCAN,100,11,0.1853582595847797,0.110797104469302,63,0.0005885832943022
2UPS,P1,PC,HDBSCAN,100,12,0.1835582120327676,0.110797104469302,65,0.0005950420163571
2UPS,P1,PC,HDBSCAN,100,13,0.1029452861660327,0.110797104469302,64,0.000586041714996
2UPS,P1,PC,HDBSCAN,100,14,0.1156686076953755,0.110797104469302,58,0.0005980003625154
2UPS,P1,PC,HDBSCAN,100,15,0.0825372042079237,0.110797104469302,62,0.0005831248126924
2UPS,P1,PC,HDBSCAN,100,16,0.104111973521226,0.110797104469302,55,0.0005872501060366
2UPS,P1,PC,HDBSCAN,100,17,0.1581938610155974,0.110797104469302,72,0.0005842917598783
2UPS,P1,PC,HDBSCAN,100,18,0.0850173738968941,0.110797104469302,64,0.0005832500755786
2UPS,P1,PC,HDBSCAN,100,19,0.0976443053164038,0.110797104469302,67,0.0005872091278433
2UPS,P1,PC,HDBSCAN,100,20,0.1012387440738054,0.110797104469302,64,0.0006020842120051
2UPS,P1,PC,HDBSCAN,100,21,0.1626467848736022,0.110797104469302,68,0.0006171250715851
2UPS,P1,PC,HDBSCAN,100,22,0.1116744018408742,0.110797104469302,61,0.0005793748423457
2UPS,P1,PC,HDBSCAN,100,23,0.0918739763541609,0.110797104469302,70,0.0006106249056756
2UPS,P1,PC,HDBSCAN,100,24,0.0831883009329302,0.110797104469302,58,0.0006359168328344
2UPS,P1,PC,HDBSCAN,100,25,0.1600548946320441,0.110797104469302,68,0.0005914168432354
2UPS,P1,PC,HDBSCAN,100,26,0.1813685413408119,0.110797104469302,51,0.0005801673978567
2UPS,P1,PC,HDBSCAN,100,27,0.1271914015606612,0.110797104469302,62,0.0005810000002384
2UPS,P1,PC,HDBSCAN,100,28,0.0675088675697929,0.110797104469302,56,0.0005772500298917
2UPS,P1,PC,HDBSCAN,100,29,0.0865095206335907,0.110797104469302,62,0.0005807918496429
2UPS,P1,PC,HDBSCAN,100,30,0.1086302127278179,0.110797104469302,64,0.0005712499842047
2UPS,P1,PC,HDBSCAN,200,1,0.091607427110971,0.110797104469302,122,0.000832499936223
2UPS,P1,PC,HDBSCAN,200,2,0.1192235758106856,0.110797104469302,126,0.0008270000107586
2UPS,P1,PC,HDBSCAN,200,3,0.1305794014728054,0.110797104469302,137,0.0008223331533372
2UPS,P1,PC,HDBSCAN,200,4,0.0881961040674457,0.110797104469302,122,0.0008269590325653
2UPS,P1,PC,HDBSCAN,200,5,0.117675040650741,0.110797104469302,130,0.0008320407941937
2UPS,P1,PC,HDBSCAN,200,6,0.1051374929935131,0.110797104469302,124,0.0008290000259876
2UPS,P1,PC,HDBSCAN,200,7,0.1721379686462202,0.110797104469302,139,0.0008305408991873
2UPS,P1,PC,HDBSCAN,200,8,0.1268864817877722,0.110797104469302,132,0.0008227080106735
2UPS,P1,PC,HDBSCAN,200,9,0.0906071388519247,0.110797104469302,121,0.0008286251686513
2UPS,P1,PC,HDBSCAN,200,10,0.0907036197341768,0.110797104469302,128,0.0008473326452076
2UPS,P1,PC,HDBSCAN,200,11,0.1171706504973184,0.110797104469302,126,0.0008267918601632
2UPS,P1,PC,HDBSCAN,200,12,0.113489940823959,0.110797104469302,123,0.0008213329128921
2UPS,P1,PC,HDBSCAN,200,13,0.0926541261918887,0.110797104469302,119,0.0008217911235988
2UPS,P1,PC,HDBSCAN,200,14,0.0903994682982004,0.110797104469302,117,0.0008188337087631
2UPS,P1,PC,HDBSCAN,200,15,0.1316588599267555,0.110797104469302,125,0.0008546249009668
2UPS,P1,PC,HDBSCAN,200,16,0.0979878326307498,0.110797104469302,134,0.0008830842562019
2UPS,P1,PC,HDBSCAN,200,17,0.1320351439501081,0.110797104469302,135,0.0008399160578846
2UPS,P1,PC,HDBSCAN,200,18,0.1604121416125137,0.110797104469302,127,0.000832375138998
2UPS,P1,PC,HDBSCAN,200,19,0.1219946396340495,0.110797104469302,123,0.0008289581164717
2UPS,P1,PC,HDBSCAN,200,20,0.086112527835435,0.110797104469302,133,0.0008390839211642
2UPS,P1,PC,HDBSCAN,200,21,0.131161903038934,0.110797104469302,123,0.0008605420589447
2UPS,P1,PC,HDBSCAN,200,22,0.1581355023151013,0.110797104469302,130,0.0008302088826894
2UPS,P1,PC,HDBSCAN,200,23,0.123686922324359,0.110797104469302,124,0.0008324580267071
2UPS,P1,PC,HDBSCAN,200,24,0.1398656847539196,0.110797104469302,125,0.0008290838450193
2UPS,P1,PC,HDBSCAN,200,25,0.0870190863805806,0.110797104469302,127,0.0008252500556409
2UPS,P1,PC,HDBSCAN,200,26,0.0958467486076004,0.110797104469302,124,0.000836415681988
2UPS,P1,PC,HDBSCAN,200,27,0.0646051745207793,0.110797104469302,115,0.0008215829730033
2UPS,P1,PC,HDBSCAN,200,28,0.1126518013236205,0.110797104469302,117,0.0008290000259876
2UPS,P1,PC,HDBSCAN,200,29,0.1017863761327261,0.110797104469302,123,0.0008270000107586
2UPS,P1,PC,HDBSCAN,200,30,0.0942110726668654,0.110797104469302,132,0.0008318331092596
2UPS,P1,PC,HDBSCAN,300,1,0.0767972095252844,0.110797104469302,188,0.001092417165637
2UPS,P1,PC,HDBSCAN,300,2,0.1070009233097474,0.110797104469302,183,0.0010763751342892
2UPS,P1,PC,HDBSCAN,300,3,0.1376306911603474,0.110797104469302,198,0.0010754591785371
2UPS,P1,PC,HDBSCAN,300,4,0.1288833740555138,0.110797104469302,186,0.0011401250958442
2UPS,P1,PC,HDBSCAN,300,5,0.1163611792741105,0.110797104469302,176,0.0010988330468535
2UPS,P1,PC,HDBSCAN,300,6,0.16470029179296,0.110797104469302,192,0.001068249810487
2UPS,P1,PC,HDBSCAN,300,7,0.1224416206800268,0.110797104469302,191,0.001070458907634
2UPS,P1,PC,HDBSCAN,300,8,0.13503693591277,0.110797104469302,189,0.0010652500204741
2UPS,P1,PC,HDBSCAN,300,9,0.0991575510331605,0.110797104469302,203,0.0010962081141769
2UPS,P1,PC,HDBSCAN,300,10,0.1714956851816228,0.110797104469302,194,0.0011062920093536
2UPS,P1,PC,HDBSCAN,300,11,0.0904602914725896,0.110797104469302,174,0.0011179582215845
2UPS,P1,PC,HDBSCAN,300,12,0.1459389183971889,0.110797104469302,198,0.0010810000821948
2UPS,P1,PC,HDBSCAN,300,13,0.107815419908618,0.110797104469302,178,0.0010794168338179
2UPS,P1,PC,HDBSCAN,300,14,0.118744090708194,0.110797104469302,184,0.0010714582167565
2UPS,P1,PC,HDBSCAN,300,15,0.1094878898018278,0.110797104469302,187,0.0010725422762334
2UPS,P1,PC,HDBSCAN,300,16,0.1441836873871959,0.110797104469302,193,0.0010704169981181
2UPS,P1,PC,HDBSCAN,300,17,0.1039762212643401,0.110797104469302,192,0.0010684579610824
2UPS,P1,PC,HDBSCAN,300,18,0.193880672260523,0.110797104469302,207,0.0010675000958144
2UPS,P1,PC,HDBSCAN,300,19,0.1202895864127176,0.110797104469302,197,0.0011108750477433
2UPS,P1,PC,HDBSCAN,300,20,0.1368086739309485,0.110797104469302,207,0.0012351251207292
2UPS,P1,PC,HDBSCAN,300,21,0.1226693672063303,0.110797104469302,201,0.0011023338884115
2UPS,P1,PC,HDBSCAN,300,22,0.1192461508600929,0.110797104469302,196,0.0010572080500423
2UPS,P1,PC,HDBSCAN,300,23,0.0911286091532896,0.110797104469302,189,0.0010707499459385
2UPS,P1,PC,HDBSCAN,300,24,0.0766821172047763,0.110797104469302,184,0.0010632500052452
2UPS,P1,PC,HDBSCAN,300,25,0.1238857623546058,0.110797104469302,199,0.0010493332520127
2UPS,P1,PC,HDBSCAN,300,26,0.098987822990833,0.110797104469302,190,0.0010634171776473
2UPS,P1,PC,HDBSCAN,300,27,0.0928561976383907,0.110797104469302,171,0.0010571661405265
2UPS,P1,PC,HDBSCAN,300,28,0.1375540446551391,0.110797104469302,197,0.0011148750782012
2UPS,P1,PC,HDBSCAN,300,29,0.1172703757874929,0.110797104469302,197,0.0012480001896619
2UPS,P1,PC,HDBSCAN,300,30,0.1166201486430153,0.110797104469302,203,0.0011006668210029
2UPS,P1,PC,HDBSCAN,400,1,0.120570324843093,0.110797104469302,249,0.0013480419293045
2UPS,P1,PC,HDBSCAN,400,2,0.0975290036809161,0.110797104469302,245,0.0013360842131078
2UPS,P1,PC,HDBSCAN,400,3,0.1382097723835386,0.110797104469302,258,0.0013937917537987
2UPS,P1,PC,HDBSCAN,400,4,0.134730929888047,0.110797104469302,262,0.0013128328137099
2UPS,P1,PC,HDBSCAN,400,5,0.1326812585496242,0.110797104469302,247,0.0013071671128273
2UPS,P1,PC,HDBSCAN,400,6,0.0929146443671525,0.110797104469302,239,0.0013863751664757
2UPS,P1,PC,HDBSCAN,400,7,0.0964824296249434,0.110797104469302,247,0.0014861249364912
2UPS,P1,PC,HDBSCAN,400,8,0.1015980676437785,0.110797104469302,254,0.0013565421104431
2UPS,P1,PC,HDBSCAN,400,9,0.1266290624975142,0.110797104469302,243,0.0013299169950187
2UPS,P1,PC,HDBSCAN,400,10,0.1411003787032212,0.110797104469302,261,0.0013249996118247
2UPS,P1,PC,HDBSCAN,400,11,0.0855071780298246,0.110797104469302,221,0.0013278340920805
2UPS,P1,PC,HDBSCAN,400,12,0.1421716874621194,0.110797104469302,245,0.001329000107944
2UPS,P1,PC,HDBSCAN,400,13,0.0964985654937616,0.110797104469302,238,0.0013192920014262
2UPS,P1,PC,HDBSCAN,400,14,0.1829413365969137,0.110797104469302,253,0.0013180002570152
2UPS,P1,PC,HDBSCAN,400,15,0.1292574167857732,0.110797104469302,249,0.0013309158384799
2UPS,P1,PC,HDBSCAN,400,16,0.1120453786717887,0.110797104469302,255,0.0013973750174045
2UPS,P1,PC,HDBSCAN,400,17,0.105957801872914,0.110797104469302,255,0.0013248329050838
2UPS,P1,PC,HDBSCAN,400,18,0.1031740707092926,0.110797104469302,261,0.0013275831006467
2UPS,P1,PC,HDBSCAN,400,19,0.1292607249082996,0.110797104469302,255,0.0013182922266423
2UPS,P1,PC,HDBSCAN,400,20,0.1268724986805653,0.110797104469302,265,0.0013206251896917
2UPS,P1,PC,HDBSCAN,400,21,0.1298897739695521,0.110797104469302,267,0.001329957973212
2UPS,P1,PC,HDBSCAN,400,22,0.0971588690020264,0.110797104469302,247,0.0013242498971521
2UPS,P1,PC,HDBSCAN,400,23,0.1136328040585098,0.110797104469302,259,0.0013284580782055
2UPS,P1,PC,HDBSCAN,400,24,0.1430231171637474,0.110797104469302,266,0.0013177916407585
2UPS,P1,PC,HDBSCAN,400,25,0.1219594675130241,0.110797104469302,251,0.0013302499428391
2UPS,P1,PC,HDBSCAN,400,26,0.1064259150101413,0.110797104469302,253,0.0013188337907195
2UPS,P1,PC,HDBSCAN,400,27,0.1300319276183357,0.110797104469302,258,0.001319209113717
2UPS,P1,PC,HDBSCAN,400,28,0.1258351000276564,0.110797104469302,258,0.0014464589767158
2UPS,P1,PC,HDBSCAN,400,29,0.1214120870478438,0.110797104469302,242,0.001300917007029
2UPS,P1,PC,HDBSCAN,400,30,0.1130528494518162,0.110797104469302,255,0.0012888750061392
SRS,P1,TTC,none,50,1,0.12,0.110797104469302,6,0.0002173329703509
SRS,P1,TTC,none,50,2,0.1,0.110797104469302,5,0.0001663328148424
SRS,P1,TTC,none,50,3,0.14,0.110797104469302,7,0.0001630000770092
SRS,P1,TTC,none,50,4,0.08,0.110797104469302,4,0.0001562917605042
SRS,P1,TTC,none,50,5,0.14,0.110797104469302,7,0.0001527499407529
SRS,P1,TTC,none,50,6,0.18,0.110797104469302,9,0.0001567918807268
SRS,P1,TTC,none,50,7,0.18,0.110797104469302,9,0.0001538330689072
SRS,P1,TTC,none,50,8,0.12,0.110797104469302,6,0.0001517501659691
SRS,P1,TTC,none,50,9,0.08,0.110797104469302,4,0.0001496658660471
SRS,P1,TTC,none,50,10,0.08,0.110797104469302,4,0.0001538340002298
SRS,P1,TTC,none,50,11,0.2,0.110797104469302,10,0.0001541250385344
SRS,P1,TTC,none,50,12,0.14,0.110797104469302,7,0.0001574996858835
SRS,P1,TTC,none,50,13,0.1,0.110797104469302,5,0.0001512919552624
SRS,P1,TTC,none,50,14,0.12,0.110797104469302,6,0.0001506661064922
SRS,P1,TTC,none,50,15,0.12,0.110797104469302,6,0.0001481249928474
SRS,P1,TTC,none,50,16,0.1,0.110797104469302,5,0.0001528747379779
SRS,P1,TTC,none,50,17,0.14,0.110797104469302,7,0.0001535001210868
SRS,P1,TTC,none,50,18,0.06,0.110797104469302,3,0.0001480421051383
SRS,P1,TTC,none,50,19,0.1,0.110797104469302,5,0.0001575001515448
SRS,P1,TTC,none,50,20,0.06,0.110797104469302,3,0.0001471247524023
SRS,P1,TTC,none,50,21,0.08,0.110797104469302,4,0.0001473752781748
SRS,P1,TTC,none,50,22,0.1,0.110797104469302,5,0.0001500830985605
SRS,P1,TTC,none,50,23,0.16,0.110797104469302,8,0.0001471666619181
SRS,P1,TTC,none,50,24,0.14,0.110797104469302,7,0.0001534158363938
SRS,P1,TTC,none,50,25,0.16,0.110797104469302,8,0.0001504169777035
SRS,P1,TTC,none,50,26,0.16,0.110797104469302,8,0.0001492919400334
SRS,P1,TTC,none,50,27,0.18,0.110797104469302,9,0.0001535839401185
SRS,P1,TTC,none,50,28,0.08,0.110797104469302,4,0.0001487922854721
