method,profile,aux_var,partitioning,budget,run,theta_hat,theta_true,failures_obs,execution_time
RHC,P0,TTC,none,400,18,0.0325,0.11165048543689318,13,0.5121853351593018
RHC,P0,TTC,none,400,19,0.045,0.11165048543689318,18,0.5128545761108398
RHC,P0,TTC,none,400,20,0.0475,0.11165048543689318,19,0.5723044872283936
RHC,P0,TTC,none,400,21,0.055,0.11165048543689318,22,0.5845460891723633
RHC,P0,TTC,none,400,22,0.06,0.11165048543689318,24,0.5524520874023438
RHC,P0,TTC,none,400,23,0.04,0.11165048543689318,16,0.509727954864502
RHC,P0,TTC,none,400,24,0.0525,0.11165048543689318,21,0.5147299766540527
RHC,P0,TTC,none,400,25,0.0475,0.11165048543689318,19,0.584824800491333
RHC,P0,TTC,none,400,26,0.0425,0.11165048543689318,17,0.6271779537200928
RHC,P0,TTC,none,400,27,0.0675,0.11165048543689318,27,0.5138843059539795
RHC,P0,TTC,none,400,28,0.0575,0.11165048543689318,23,0.4928715229034424
RHC,P0,TTC,none,400,29,0.03,0.11165048543689318,12,0.5190010070800781
RHC,P0,TTC,none,400,30,0.05,0.11165048543689318,20,0.48419809341430664
RHC,P0,PC,none,50,1,0.24,0.11165048543689318,12,0.07497262954711914
RHC,P0,PC,none,50,2,0.24,0.11165048543689318,12,0.06293869018554688
RHC,P0,PC,none,50,3,0.28,0.11165048543689318,14,0.06319260597229004
RHC,P0,PC,none,50,4,0.22,0.11165048543689318,11,0.07049250602722168
RHC,P0,PC,none,50,5,0.12,0.11165048543689318,6,0.07023477554321289
RHC,P0,PC,none,50,6,0.28,0.11165048543689318,14,0.0704653263092041
RHC,P0,PC,none,50,7,0.12,0.11165048543689318,6,0.07276391983032227
RHC,P0,PC,none,50,8,0.24,0.11165048543689318,12,0.07132816314697266
RHC,P0,PC,none,50,9,0.22,0.11165048543689318,11,0.07290387153625488
RHC,P0,PC,none,50,10,0.18,0.11165048543689318,9,0.0715339183807373
RHC,P0,PC,none,50,11,0.24,0.11165048543689318,12,0.07331299781799316
RHC,P0,PC,none,50,12,0.24,0.11165048543689318,12,0.08239412307739258
RHC,P0,PC,none,50,13,0.18,0.11165048543689318,9,0.07268285751342773
RHC,P0,PC,none,50,14,0.22,0.11165048543689318,11,0.07385969161987305
RHC,P0,PC,none,50,15,0.24,0.11165048543689318,12,0.07145500183105469
RHC,P0,PC,none,50,16,0.24,0.11165048543689318,12,0.07514071464538574
RHC,P0,PC,none,50,17,0.16,0.11165048543689318,8,0.07426190376281738
RHC,P0,PC,none,50,18,0.22,0.11165048543689318,11,0.07195472717285156
RHC,P0,PC,none,50,19,0.22,0.11165048543689318,11,0.07324981689453125
RHC,P0,PC,none,50,20,0.3,0.11165048543689318,15,0.07396602630615234
RHC,P0,PC,none,50,21,0.28,0.11165048543689318,14,0.07313156127929688
RHC,P0,PC,none,50,22,0.2,0.11165048543689318,10,0.07469964027404785
RHC,P0,PC,none,50,23,0.2,0.11165048543689318,10,0.08595037460327148
RHC,P0,PC,none,50,24,0.16,0.11165048543689318,8,0.07228755950927734
RHC,P0,PC,none,50,25,0.18,0.11165048543689318,9,0.07056999206542969
RHC,P0,PC,none,50,26,0.18,0.11165048543689318,9,0.0718080997467041
RHC,P0,PC,none,50,27,0.18,0.11165048543689318,9,0.0727994441986084
RHC,P0,PC,none,50,28,0.22,0.11165048543689318,11,0.07154965400695801
RHC,P0,PC,none,50,29,0.2,0.11165048543689318,10,0.07221484184265137
RHC,P0,PC,none,50,30,0.18,0.11165048543689318,9,0.0731043815612793
RHC,P0,PC,none,100,1,0.27,0.11165048543689318,27,0.1394805908203125
RHC,P0,PC,none,100,2,0.11,0.11165048543689318,11,0.17522978782653809
RHC,P0,PC,none,100,3,0.19,0.11165048543689318,19,0.14406061172485352
RHC,P0,PC,none,100,4,0.15,0.11165048543689318,15,0.13759708404541016
RHC,P0,PC,none,100,5,0.15,0.11165048543689318,15,0.1343684196472168
RHC,P0,PC,none,100,6,0.22,0.11165048543689318,22,0.13808441162109375
RHC,P0,PC,none,100,7,0.16,0.11165048543689318,16,0.13521742820739746
RHC,P0,PC,none,100,8,0.18,0.11165048543689318,18,0.1434798240661621
RHC,P0,PC,none,100,9,0.17,0.11165048543689318,17,0.134413480758667
RHC,P0,PC,none,100,10,0.17,0.11165048543689318,17,0.1421189308166504
RHC,P0,PC,none,100,11,0.19,0.11165048543689318,19,0.13399267196655273
RHC,P0,PC,none,100,12,0.24,0.11165048543689318,24,0.13675475120544434
RHC,P0,PC,none,100,13,0.19,0.11165048543689318,19,0.14508843421936035
RHC,P0,PC,none,100,14,0.19,0.11165048543689318,19,0.13639545440673828
RHC,P0,PC,none,100,15,0.2,0.11165048543689318,20,0.13577580451965332
RHC,P0,PC,none,100,16,0.22,0.11165048543689318,22,0.13731598854064941
RHC,P0,PC,none,100,17,0.31,0.11165048543689318,31,0.13690853118896484
RHC,P0,PC,none,100,18,0.14,0.11165048543689318,14,0.15021634101867676
RHC,P0,PC,none,100,19,0.24,0.11165048543689318,24,0.13557839393615723
RHC,P0,PC,none,100,20,0.19,0.11165048543689318,19,0.1353909969329834
RHC,P0,PC,none,100,21,0.23,0.11165048543689318,23,0.13415145874023438
RHC,P0,PC,none,100,22,0.19,0.11165048543689318,19,0.1347064971923828
RHC,P0,PC,none,100,23,0.26,0.11165048543689318,26,0.1374979019165039
RHC,P0,PC,none,100,24,0.18,0.11165048543689318,18,0.1489253044128418
RHC,P0,PC,none,100,25,0.22,0.11165048543689318,22,0.13648366928100586
RHC,P0,PC,none,100,26,0.25,0.11165048543689318,25,0.13359785079956055
RHC,P0,PC,none,100,27,0.2,0.11165048543689318,20,0.13913679122924805
RHC,P0,PC,none,100,28,0.22,0.11165048543689318,22,0.13725876808166504
RHC,P0,PC,none,100,29,0.22,0.11165048543689318,22,0.14631891250610352
RHC,P0,PC,none,100,30,0.18,0.11165048543689318,18,0.1371448040008545
RHC,P0,PC,none,200,1,0.195,0.11165048543689318,39,0.26575565338134766
RHC,P0,PC,none,200,2,0.145,0.11165048543689318,29,0.2620537281036377
RHC,P0,PC,none,200,3,0.175,0.11165048543689318,35,0.26900267601013184
RHC,P0,PC,none,200,4,0.215,0.11165048543689318,43,0.27947330474853516
RHC,P0,PC,none,200,5,0.175,0.11165048543689318,35,0.2902054786682129
RHC,P0,PC,none,200,6,0.23,0.11165048543689318,46,0.2814350128173828
RHC,P0,PC,none,200,7,0.2,0.11165048543689318,40,0.3304266929626465
RHC,P0,PC,none,200,8,0.21,0.11165048543689318,42,0.31586146354675293
RHC,P0,PC,none,200,9,0.155,0.11165048543689318,31,0.27579665184020996
RHC,P0,PC,none,200,10,0.175,0.11165048543689318,35,0.2773139476776123
RHC,P0,PC,none,200,11,0.16,0.11165048543689318,32,0.2646212577819824
RHC,P0,PC,none,200,12,0.165,0.11165048543689318,33,0.29557085037231445
RHC,P0,PC,none,200,13,0.16,0.11165048543689318,32,0.2854123115539551
RHC,P0,PC,none,200,14,0.19,0.11165048543689318,38,0.2622983455657959
RHC,P0,PC,none,200,15,0.195,0.11165048543689318,39,0.26019740104675293
RHC,P0,PC,none,200,16,0.165,0.11165048543689318,33,0.2761836051940918
RHC,P0,PC,none,200,17,0.2,0.11165048543689318,40,0.2636539936065674
RHC,P0,PC,none,200,18,0.17,0.11165048543689318,34,0.2629108428955078
RHC,P0,PC,none,200,19,0.175,0.11165048543689318,35,0.2776510715484619
RHC,P0,PC,none,200,20,0.17,0.11165048543689318,34,0.2578151226043701
RHC,P0,PC,none,200,21,0.175,0.11165048543689318,35,0.2659323215484619
RHC,P0,PC,none,200,22,0.185,0.11165048543689318,37,0.2561922073364258
RHC,P0,PC,none,200,23,0.18,0.11165048543689318,36,0.26026034355163574
RHC,P0,PC,none,200,24,0.175,0.11165048543689318,35,0.2693326473236084
RHC,P0,PC,none,200,25,0.21,0.11165048543689318,42,0.2557802200317383
RHC,P0,PC,none,200,26,0.23,0.11165048543689318,46,0.26717185974121094
RHC,P0,PC,none,200,27,0.185,0.11165048543689318,37,0.2587149143218994
RHC,P0,PC,none,200,28,0.185,0.11165048543689318,37,0.25499629974365234
RHC,P0,PC,none,200,29,0.19,0.11165048543689318,38,0.2657170295715332
RHC,P0,PC,none,200,30,0.13,0.11165048543689318,26,0.2611515522003174
RHC,P0,PC,none,300,1,0.13333333333333333,0.11165048543689318,40,0.4045426845550537
RHC,P0,PC,none,300,2,0.16333333333333333,0.11165048543689318,49,0.3759946823120117
RHC,P0,PC,none,300,3,0.16666666666666666,0.11165048543689318,50,0.38408470153808594
RHC,P0,PC,none,300,4,0.18,0.11165048543689318,54,0.38810181617736816
RHC,P0,PC,none,300,5,0.15666666666666668,0.11165048543689318,47,0.43661975860595703
RHC,P0,PC,none,300,6,0.14666666666666667,0.11165048543689318,44,0.43586087226867676
RHC,P0,PC,none,300,7,0.16,0.11165048543689318,48,0.43413829803466797
RHC,P0,PC,none,300,8,0.17,0.11165048543689318,51,0.4118633270263672
RHC,P0,PC,none,300,9,0.17333333333333334,0.11165048543689318,52,0.3966667652130127
RHC,P0,PC,none,300,10,0.14,0.11165048543689318,42,0.4043240547180176
RHC,P0,PC,none,300,11,0.14,0.11165048543689318,42,0.397167444229126
RHC,P0,PC,none,300,12,0.17666666666666667,0.11165048543689318,53,0.4028143882751465
RHC,P0,PC,none,300,13,0.15333333333333332,0.11165048543689318,46,0.3857431411743164
RHC,P0,PC,none,300,14,0.16,0.11165048543689318,48,0.39623427391052246
RHC,P0,PC,none,300,15,0.16,0.11165048543689318,48,0.3849949836730957
RHC,P0,PC,none,300,16,0.15,0.11165048543689318,45,0.40178346633911133
RHC,P0,PC,none,300,17,0.17,0.11165048543689318,51,0.40415358543395996
RHC,P0,PC,none,300,18,0.15,0.11165048543689318,45,0.38079309463500977
RHC,P0,PC,none,300,19,0.17,0.11165048543689318,51,0.417722225189209
RHC,P0,PC,none,300,20,0.15,0.11165048543689318,45,0.38776135444641113
RHC,P0,PC,none,300,21,0.16,0.11165048543689318,48,0.41270995140075684
RHC,P0,PC,none,300,22,0.13666666666666666,0.11165048543689318,41,0.40390586853027344
RHC,P0,PC,none,300,23,0.15,0.11165048543689318,45,0.40714263916015625
RHC,P0,PC,none,300,24,0.14,0.11165048543689318,42,0.40947437286376953
RHC,P0,PC,none,300,25,0.15,0.11165048543689318,45,0.4015929698944092
RHC,P0,PC,none,300,26,0.17,0.11165048543689318,51,0.40964508056640625
RHC,P0,PC,none,300,27,0.18,0.11165048543689318,54,0.3834831714630127
RHC,P0,PC,none,300,28,0.16,0.11165048543689318,48,0.3991971015930176
RHC,P0,PC,none,300,29,0.15,0.11165048543689318,45,0.3869435787200928
RHC,P0,PC,none,300,30,0.15333333333333332,0.11165048543689318,46,0.3958137035369873
RHC,P0,PC,none,400,1,0.1625,0.11165048543689318,65,0.5217218399047852
RHC,P0,PC,none,400,2,0.165,0.11165048543689318,66,0.5051333904266357
RHC,P0,PC,none,400,3,0.135,0.11165048543689318,54,0.5098519325256348
RHC,P0,PC,none,400,4,0.1575,0.11165048543689318,63,0.5064153671264648
RHC,P0,PC,none,400,5,0.1475,0.11165048543689318,59,0.5198016166687012
RHC,P0,PC,none,400,6,0.145,0.11165048543689318,58,0.5434713363647461
RHC,P0,PC,none,400,7,0.1275,0.11165048543689318,51,0.5124423503875732
RHC,P0,PC,none,400,8,0.13,0.11165048543689318,52,0.5383527278900146
RHC,P0,PC,none,400,9,0.1575,0.11165048543689318,63,0.5443825721740723
RHC,P0,PC,none,400,10,0.1575,0.11165048543689318,63,0.6052908897399902
RHC,P0,PC,none,400,11,0.14,0.11165048543689318,56,0.6280896663665771
RHC,P0,PC,none,400,12,0.16,0.11165048543689318,64,0.5555763244628906
RHC,P0,PC,none,400,13,0.145,0.11165048543689318,58,0.5231382846832275
RHC,P0,PC,none,400,14,0.1425,0.11165048543689318,57,0.5459244251251221
RHC,P0,PC,none,400,15,0.15,0.11165048543689318,60,0.5237321853637695
RHC,P0,PC,none,400,16,0.14,0.11165048543689318,56,0.54876708984375
RHC,P0,PC,none,400,17,0.1525,0.11165048543689318,61,0.5405988693237305
RHC,P0,PC,none,400,18,0.14,0.11165048543689318,56,0.5440762042999268
RHC,P0,PC,none,400,19,0.16,0.11165048543689318,64,0.524695634841919
RHC,P0,PC,none,400,20,0.1275,0.11165048543689318,51,0.527766227722168
RHC,P0,PC,none,400,21,0.1325,0.11165048543689318,53,0.5459365844726562
RHC,P0,PC,none,400,22,0.165,0.11165048543689318,66,0.5504424571990967
RHC,P0,PC,none,400,23,0.15,0.11165048543689318,60,0.5245516300201416
RHC,P0,PC,none,400,24,0.1275,0.11165048543689318,51,0.5368196964263916
RHC,P0,PC,none,400,25,0.155,0.11165048543689318,62,0.5433268547058105
RHC,P0,PC,none,400,26,0.14,0.11165048543689318,56,0.545203685760498
RHC,P0,PC,none,400,27,0.155,0.11165048543689318,62,0.5309436321258545
RHC,P0,PC,none,400,28,0.1625,0.11165048543689318,65,0.5297627449035645
RHC,P0,PC,none,400,29,0.14,0.11165048543689318,56,0.5421404838562012
RHC,P0,PC,none,400,30,0.1525,0.11165048543689318,61,0.6576671600341797
2UPS,P0,TTC,ODD,50,1,0.16,0.11165048543689318,8,0.09661507606506348
2UPS,P0,TTC,ODD,50,2,0.2,0.11165048543689318,10,0.08297157287597656
2UPS,P0,TTC,ODD,50,3,0.14,0.11165048543689318,7,0.08948183059692383
2UPS,P0,TTC,ODD,50,4,0.14,0.11165048543689318,7,0.09404563903808594
2UPS,P0,TTC,ODD,50,5,0.12,0.11165048543689318,6,0.09700608253479004
2UPS,P0,TTC,ODD,50,6,0.1,0.11165048543689318,5,0.08069872856140137
2UPS,P0,TTC,ODD,50,7,0.2,0.11165048543689318,10,0.1203763484954834
2UPS,P0,TTC,ODD,50,8,0.1,0.11165048543689318,5,0.07961535453796387
2UPS,P0,TTC,ODD,50,9,0.12,0.11165048543689318,6,0.08276987075805664
2UPS,P0,TTC,ODD,50,10,0.1,0.11165048543689318,5,0.08446097373962402
2UPS,P0,TTC,ODD,50,11,0.14,0.11165048543689318,7,0.08103156089782715
2UPS,P0,TTC,ODD,50,12,0.16,0.11165048543689318,8,0.08019375801086426
2UPS,P0,TTC,ODD,50,13,0.1,0.11165048543689318,5,0.0861659049987793
2UPS,P0,TTC,ODD,50,14,0.06,0.11165048543689318,3,0.08306026458740234
2UPS,P0,TTC,ODD,50,15,0.18,0.11165048543689318,9,0.0796213150024414
2UPS,P0,TTC,ODD,50,16,0.14,0.11165048543689318,7,0.07278776168823242
2UPS,P0,TTC,ODD,50,17,0.16,0.11165048543689318,8,0.07276368141174316
2UPS,P0,TTC,ODD,50,18,0.14,0.11165048543689318,7,0.07259654998779297
2UPS,P0,TTC,ODD,50,19,0.26,0.11165048543689318,13,0.10235929489135742
2UPS,P0,TTC,ODD,50,20,0.12,0.11165048543689318,6,0.06537795066833496
2UPS,P0,TTC,ODD,50,21,0.18,0.11165048543689318,9,0.06333065032958984
2UPS,P0,TTC,ODD,50,22,0.24,0.11165048543689318,12,0.063629150390625
2UPS,P0,TTC,ODD,50,23,0.14,0.11165048543689318,7,0.06274175643920898
2UPS,P0,TTC,ODD,50,24,0.12,0.11165048543689318,6,0.06560397148132324
2UPS,P0,TTC,ODD,50,25,0.14,0.11165048543689318,7,0.06593084335327148
2UPS,P0,TTC,ODD,50,26,0.16,0.11165048543689318,8,0.06523799896240234
2UPS,P0,TTC,ODD,50,27,0.1,0.11165048543689318,5,0.06385159492492676
2UPS,P0,TTC,ODD,50,28,0.12,0.11165048543689318,6,0.06450915336608887
2UPS,P0,TTC,ODD,50,29,0.08,0.11165048543689318,4,0.061595916748046875
2UPS,P0,TTC,ODD,50,30,0.1,0.11165048543689318,5,0.061048269271850586
2UPS,P0,TTC,ODD,100,1,0.11,0.11165048543689318,11,0.13566923141479492
2UPS,P0,TTC,ODD,100,2,0.19,0.11165048543689318,19,0.11925125122070312
2UPS,P0,TTC,ODD,100,3,0.1,0.11165048543689318,10,0.12409806251525879
2UPS,P0,TTC,ODD,100,4,0.1,0.11165048543689318,10,0.12378382682800293
2UPS,P0,TTC,ODD,100,5,0.15,0.11165048543689318,15,0.13057422637939453
2UPS,P0,TTC,ODD,100,6,0.19,0.11165048543689318,19,0.12464547157287598
2UPS,P0,TTC,ODD,100,7,0.09,0.11165048543689318,9,0.14820122718811035
2UPS,P0,TTC,ODD,100,8,0.12,0.11165048543689318,12,0.12222957611083984
2UPS,P0,TTC,ODD,100,9,0.11,0.11165048543689318,11,0.1321730613708496
2UPS,P0,TTC,ODD,100,10,0.25,0.11165048543689318,25,0.14488506317138672
2UPS,P0,TTC,ODD,100,11,0.17,0.11165048543689318,17,0.13550853729248047
2UPS,P0,TTC,ODD,100,12,0.21,0.11165048543689318,21,0.1225578784942627
2UPS,P0,TTC,ODD,100,13,0.13,0.11165048543689318,13,0.14282894134521484
2UPS,P0,TTC,ODD,100,14,0.18,0.11165048543689318,18,0.11417317390441895
2UPS,P0,TTC,ODD,100,15,0.2,0.11165048543689318,20,0.1197817325592041
2UPS,P0,TTC,ODD,100,16,0.16,0.11165048543689318,16,0.12156319618225098
2UPS,P0,TTC,ODD,100,17,0.17,0.11165048543689318,17,0.11785006523132324
2UPS,P0,TTC,ODD,100,18,0.16,0.11165048543689318,16,0.11768484115600586
2UPS,P0,TTC,ODD,100,19,0.13,0.11165048543689318,13,0.14733457565307617
2UPS,P0,TTC,ODD,100,20,0.13,0.11165048543689318,13,0.12517189979553223
2UPS,P0,TTC,ODD,100,21,0.16,0.11165048543689318,16,0.11826682090759277
2UPS,P0,TTC,ODD,100,22,0.13,0.11165048543689318,13,0.10592770576477051
2UPS,P0,TTC,ODD,100,23,0.08,0.11165048543689318,8,0.10151553153991699
2UPS,P0,TTC,ODD,100,24,0.16,0.11165048543689318,16,0.10086655616760254
2UPS,P0,TTC,ODD,100,25,0.21,0.11165048543689318,21,0.12551236152648926
2UPS,P0,TTC,ODD,100,26,0.14,0.11165048543689318,14,0.10131263732910156
2UPS,P0,TTC,ODD,100,27,0.19,0.11165048543689318,19,0.10101580619812012
2UPS,P0,TTC,ODD,100,28,0.21,0.11165048543689318,21,0.09839868545532227
2UPS,P0,TTC,ODD,100,29,0.16,0.11165048543689318,16,0.09999656677246094
2UPS,P0,TTC,ODD,100,30,0.15,0.11165048543689318,15,0.10321903228759766
2UPS,P0,TTC,ODD,200,1,0.15,0.11165048543689318,30,0.2323601245880127
2UPS,P0,TTC,ODD,200,2,0.13,0.11165048543689318,26,0.23581790924072266
2UPS,P0,TTC,ODD,200,3,0.15,0.11165048543689318,30,0.19585037231445312
2UPS,P0,TTC,ODD,200,4,0.14,0.11165048543689318,28,0.24345064163208008
2UPS,P0,TTC,ODD,200,5,0.16,0.11165048543689318,32,0.21151065826416016
2UPS,P0,TTC,ODD,200,6,0.135,0.11165048543689318,27,0.20798492431640625
2UPS,P0,TTC,ODD,200,7,0.15,0.11165048543689318,30,0.24331903457641602
2UPS,P0,TTC,ODD,200,8,0.195,0.11165048543689318,39,0.20833516120910645
2UPS,P0,TTC,ODD,200,9,0.17,0.11165048543689318,34,0.21539545059204102
2UPS,P0,TTC,ODD,200,10,0.2,0.11165048543689318,40,0.24130654335021973
2UPS,P0,TTC,ODD,200,11,0.165,0.11165048543689318,33,0.23827433586120605
2UPS,P0,TTC,ODD,200,12,0.19,0.11165048543689318,38,0.1981961727142334
2UPS,P0,TTC,ODD,200,13,0.14,0.11165048543689318,28,0.2421736717224121
2UPS,P0,TTC,ODD,200,14,0.135,0.11165048543689318,27,0.22182941436767578
2UPS,P0,TTC,ODD,200,15,0.125,0.11165048543689318,25,0.20112180709838867
2UPS,P0,TTC,ODD,200,16,0.12,0.11165048543689318,24,0.24200987815856934
2UPS,P0,TTC,ODD,200,17,0.125,0.11165048543689318,25,0.19248485565185547
2UPS,P0,TTC,ODD,200,18,0.165,0.11165048543689318,33,0.18860125541687012
2UPS,P0,TTC,ODD,200,19,0.15,0.11165048543689318,30,0.25054025650024414
2UPS,P0,TTC,ODD,200,20,0.14,0.11165048543689318,28,0.20442676544189453
2UPS,P0,TTC,ODD,200,21,0.12,0.11165048543689318,24,0.21198534965515137
2UPS,P0,TTC,ODD,200,22,0.165,0.11165048543689318,33,0.2636260986328125
2UPS,P0,TTC,ODD,200,23,0.115,0.11165048543689318,23,0.2254178524017334
2UPS,P0,TTC,ODD,200,24,0.11,0.11165048543689318,22,0.21103644371032715
2UPS,P0,TTC,ODD,200,25,0.145,0.11165048543689318,29,0.23830318450927734
2UPS,P0,TTC,ODD,200,26,0.125,0.11165048543689318,25,0.20098471641540527
2UPS,P0,TTC,ODD,200,27,0.16,0.11165048543689318,32,0.20041251182556152
2UPS,P0,TTC,ODD,200,28,0.115,0.11165048543689318,23,0.23694682121276855
2UPS,P0,TTC,ODD,200,29,0.125,0.11165048543689318,25,0.22139763832092285
2UPS,P0,TTC,ODD,200,30,0.115,0.11165048543689318,23,0.20831775665283203
2UPS,P0,TTC,ODD,300,1,0.16,0.11165048543689318,48,0.35865020751953125
2UPS,P0,TTC,ODD,300,2,0.14,0.11165048543689318,42,0.2888178825378418
2UPS,P0,TTC,ODD,300,3,0.16333333333333333,0.11165048543689318,49,0.3101646900177002
2UPS,P0,TTC,ODD,300,4,0.18333333333333332,0.11165048543689318,55,0.2835805416107178
2UPS,P0,TTC,ODD,300,5,0.16,0.11165048543689318,48,0.3028299808502197
2UPS,P0,TTC,ODD,300,6,0.11333333333333333,0.11165048543689318,34,0.26113462448120117
2UPS,P0,TTC,ODD,300,7,0.15333333333333332,0.11165048543689318,46,0.28890275955200195
2UPS,P0,TTC,ODD,300,8,0.17666666666666667,0.11165048543689318,53,0.28235960006713867
2UPS,P0,TTC,ODD,300,9,0.16333333333333333,0.11165048543689318,49,0.3536257743835449
2UPS,P0,TTC,ODD,300,10,0.14333333333333334,0.11165048543689318,43,0.3205080032348633
2UPS,P0,TTC,ODD,300,11,0.16666666666666666,0.11165048543689318,50,0.3246889114379883
2UPS,P0,TTC,ODD,300,12,0.11333333333333333,0.11165048543689318,34,0.27651333808898926
2UPS,P0,TTC,ODD,300,13,0.13333333333333333,0.11165048543689318,40,0.3053770065307617
2UPS,P0,TTC,ODD,300,14,0.11333333333333333,0.11165048543689318,34,0.2955515384674072
2UPS,P0,TTC,ODD,300,15,0.13666666666666666,0.11165048543689318,41,0.31533002853393555
2UPS,P0,TTC,ODD,300,16,0.15333333333333332,0.11165048543689318,46,0.2685403823852539
2UPS,P0,TTC,ODD,300,17,0.15,0.11165048543689318,45,0.33565592765808105
2UPS,P0,TTC,ODD,300,18,0.13,0.11165048543689318,39,0.3232696056365967
2UPS,P0,TTC,ODD,300,19,0.15,0.11165048543689318,45,0.3388187885284424
2UPS,P0,TTC,ODD,300,20,0.15666666666666668,0.11165048543689318,47,0.29348063468933105
2UPS,P0,TTC,ODD,300,21,0.17,0.11165048543689318,51,0.35416507720947266
2UPS,P0,TTC,ODD,300,22,0.16333333333333333,0.11165048543689318,49,0.2983860969543457
2UPS,P0,TTC,ODD,300,23,0.15666666666666668,0.11165048543689318,47,0.3152153491973877
2UPS,P0,TTC,ODD,300,24,0.13,0.11165048543689318,39,0.27127552032470703
2UPS,P0,TTC,ODD,300,25,0.14,0.11165048543689318,42,0.30529141426086426
2UPS,P0,TTC,ODD,300,26,0.16666666666666666,0.11165048543689318,50,0.28363990783691406
2UPS,P0,TTC,ODD,300,27,0.17,0.11165048543689318,51,0.2743687629699707
2UPS,P0,TTC,ODD,300,28,0.08333333333333333,0.11165048543689318,25,0.30826330184936523
2UPS,P0,TTC,ODD,300,29,0.15333333333333332,0.11165048543689318,46,0.27984142303466797
2UPS,P0,TTC,ODD,300,30,0.13,0.11165048543689318,39,0.32036352157592773
2UPS,P0,TTC,ODD,400,1,0.1475,0.11165048543689318,59,0.4073526859283447
2UPS,P0,TTC,ODD,400,2,0.145,0.11165048543689318,58,0.3750581741333008
2UPS,P0,TTC,ODD,400,3,0.13,0.11165048543689318,52,0.4064218997955322
2UPS,P0,TTC,ODD,400,4,0.17,0.11165048543689318,68,0.4732935428619385
2UPS,P0,TTC,ODD,400,5,0.1775,0.11165048543689318,71,0.3698554039001465
2UPS,P0,TTC,ODD,400,6,0.1625,0.11165048543689318,65,0.3825836181640625
2UPS,P0,TTC,ODD,400,7,0.1425,0.11165048543689318,57,0.3834376335144043
2UPS,P0,TTC,ODD,400,8,0.145,0.11165048543689318,58,0.35709118843078613
2UPS,P0,TTC,ODD,400,9,0.135,0.11165048543689318,54,0.42760729789733887
2UPS,P0,TTC,ODD,400,10,0.1675,0.11165048543689318,67,0.4130289554595947
2UPS,P0,TTC,ODD,400,11,0.1675,0.11165048543689318,67,0.3926208019256592
2UPS,P0,TTC,ODD,400,12,0.1375,0.11165048543689318,55,0.45624566078186035
2UPS,P0,TTC,ODD,400,13,0.15,0.11165048543689318,60,0.41502904891967773
2UPS,P0,TTC,ODD,400,14,0.145,0.11165048543689318,58,0.3910210132598877
2UPS,P0,TTC,ODD,400,15,0.1275,0.11165048543689318,51,0.38505983352661133
2UPS,P0,TTC,ODD,400,16,0.15,0.11165048543689318,60,0.35321617126464844
2UPS,P0,TTC,ODD,400,17,0.1675,0.11165048543689318,67,0.39666152000427246
2UPS,P0,TTC,ODD,400,18,0.1425,0.11165048543689318,57,0.40409398078918457
2UPS,P0,TTC,ODD,400,19,0.145,0.11165048543689318,58,0.4676322937011719
2UPS,P0,TTC,ODD,400,20,0.115,0.11165048543689318,46,0.45657873153686523
2UPS,P0,TTC,ODD,400,21,0.125,0.11165048543689318,50,0.4067060947418213
2UPS,P0,TTC,ODD,400,22,0.1725,0.11165048543689318,69,0.36143946647644043
2UPS,P0,TTC,ODD,400,23,0.1325,0.11165048543689318,53,0.38382625579833984
2UPS,P0,TTC,ODD,400,24,0.135,0.11165048543689318,54,0.4387187957763672
2UPS,P0,TTC,ODD,400,25,0.1325,0.11165048543689318,53,0.4015488624572754
2UPS,P0,TTC,ODD,400,26,0.145,0.11165048543689318,58,0.39183807373046875
2UPS,P0,TTC,ODD,400,27,0.1425,0.11165048543689318,57,0.388355016708374
2UPS,P0,TTC,ODD,400,28,0.1175,0.11165048543689318,47,0.36049938201904297
2UPS,P0,TTC,ODD,400,29,0.135,0.11165048543689318,54,0.3942134380340576
2UPS,P0,TTC,ODD,400,30,0.1025,0.11165048543689318,41,0.38683247566223145
2UPS,P0,TTC,HDBSCAN,50,1,0.32,0.11165048543689318,16,0.06047201156616211
2UPS,P0,TTC,HDBSCAN,50,2,0.4,0.11165048543689318,20,0.06177330017089844
2UPS,P0,TTC,HDBSCAN,50,3,0.38,0.11165048543689318,19,0.061769962310791016
2UPS,P0,TTC,HDBSCAN,50,4,0.32,0.11165048543689318,16,0.06183624267578125
2UPS,P0,TTC,HDBSCAN,50,5,0.36,0.11165048543689318,18,0.06376934051513672
2UPS,P0,TTC,HDBSCAN,50,6,0.38,0.11165048543689318,19,0.06029462814331055
2UPS,P0,TTC,HDBSCAN,50,7,0.34,0.11165048543689318,17,0.06187772750854492
2UPS,P0,TTC,HDBSCAN,50,8,0.28,0.11165048543689318,14,0.06202864646911621
2UPS,P0,TTC,HDBSCAN,50,9,0.24,0.11165048543689318,12,0.06402802467346191
2UPS,P0,TTC,HDBSCAN,50,10,0.38,0.11165048543689318,19,0.06260180473327637
2UPS,P0,TTC,HDBSCAN,50,11,0.46,0.11165048543689318,23,0.09131956100463867
2UPS,P0,TTC,HDBSCAN,50,12,0.36,0.11165048543689318,18,0.06626343727111816
2UPS,P0,TTC,HDBSCAN,50,13,0.3,0.11165048543689318,15,0.06752920150756836
