frame,track_id,class,conf,x1,y1,x2,y2
196,108,car,0.6069515347480774,508,167,553,183
197,108,car,0.7272160053253174,511,167,561,185
198,108,car,0.7531816959381104,515,167,569,187
199,108,car,0.6808069348335266,521,168,577,188
200,108,car,0.7113933563232422,529,167,589,189
201,108,car,0.46380284428596497,532,167,593,190
202,108,car,0.4272408187389374,537,168,600,191
203,108,car,0.6524228453636169,542,168,608,193
204,108,car,0.763190507888794,549,169,616,194
205,108,car,0.7769784331321716,558,171,625,197
206,108,car,0.7169836163520813,565,172,635,199
207,108,car,0.49756956100463867,572,173,640,201
208,108,car,0.43114957213401794,578,175,640,203
209,117,car,0.5574547648429871,288,158,301,165
210,117,car,0.7306597232818604,285,158,299,166
210,108,car,0.5430248975753784,592,179,640,204
211,117,car,0.3739825487136841,281,159,294,166
212,117,car,0.6559615135192871,276,159,289,166
213,117,car,0.44608771800994873,270,159,285,167
214,117,car,0.8068365454673767,264,159,281,168
215,117,car,0.6401410698890686,258,159,275,168
216,117,car,0.535101056098938,252,159,268,167
217,117,car,0.42948824167251587,245,159,261,167
236,134,car,0.6825363636016846,185,159,223,177
247,143,car,0.6869843602180481,256,159,272,169
248,143,car,0.6396826505661011,251,159,268,169
249,143,car,0.4076647162437439,244,159,263,170
250,143,car,0.6719555258750916,236,159,257,171
251,143,car,0.4983348548412323,228,159,251,172
252,143,car,0.5522586107254028,220,159,244,174
253,143,car,0.5672969222068787,209,159,235,174
254,134,car,0.4100976586341858,188,160,222,176
286,134,car,0.36401087045669556,192,159,226,176
328,170,truck,0.36891424655914307,371,156,387,171
329,170,truck,0.36170047521591187,372,156,388,171
330,170,truck,0.2599538564682007,372,156,389,171
331,170,truck,0.42504507303237915,373,156,390,172
332,170,truck,0.36020126938819885,373,156,390,172
333,170,truck,0.35646066069602966,374,156,391,172
334,170,truck,0.37604430317878723,375,156,392,172
335,170,truck,0.3548768162727356,375,156,392,172
336,170,truck,0.6403676867485046,375,155,394,173
337,170,truck,0.6230971813201904,376,155,395,173
338,170,truck,0.6360615491867065,377,155,396,173
339,170,truck,0.5161920189857483,377,155,397,174
340,170,truck,0.41592341661453247,378,155,398,174
341,170,truck,0.45725998282432556,379,155,399,174
342,170,truck,0.4658992886543274,379,155,400,174
343,170,truck,0.4470745921134949,380,155,401,174
344,170,truck,0.505629301071167,381,154,402,175
345,170,truck,0.33704477548599243,382,155,403,175
346,170,truck,0.33914029598236084,383,155,404,175
347,170,car,0.41793736815452576,385,158,405,176
348,170,car,0.507801353931427,387,160,406,176
349,170,car,0.4797804355621338,389,161,407,176
350,170,car,0.36681145429611206,390,161,408,177
351,170,car,0.35970979928970337,390,160,411,177
352,170,truck,0.4704614579677582,388,155,416,178
353,170,truck,0.3378705680370331,388,153,418,178
354,170,truck,0.4762982130050659,389,152,421,179
354,191,car,0.5307294130325317,390,156,422,179
355,170,truck,0.598916232585907,390,151,424,179
355,191,car,0.5061904788017273,388,153,425,179
356,170,truck,0.5046762228012085,391,151,426,180
356,191,car,0.5005695819854736,388,152,428,180
356,196,car,0.3899058401584625,371,156,381,162
357,170,truck,0.6005958914756775,393,150,429,180
357,196,car,0.41299086809158325,371,155,381,162
358,170,truck,0.5872449278831482,395,150,431,181
358,196,car,0.2776563763618469,371,155,382,162
358,191,car,0.3373141586780548,392,150,435,181
359,170,truck,0.5866308808326721,397,149,435,182
360,170,truck,0.636450469493866,398,149,438,183
360,196,car,0.2700023055076599,370,155,382,163
361,170,truck,0.683856725692749,400,149,442,184
362,170,truck,0.5943084359169006,402,148,445,185
363,170,truck,0.5950397253036499,404,148,450,187
364,170,truck,0.7214295268058777,407,147,455,188
364,205,car,0.7382297515869141,253,162,270,169
365,170,truck,0.5911499261856079,410,146,460,189
365,205,car,0.5947526097297668,248,162,267,170
365,191,car,0.5106826424598694,406,146,465,189
366,170,car,0.4234410524368286,413,146,466,191
366,205,car,0.47979000210762024,241,162,262,171
366,191,truck,0.6144299507141113,410,146,470,190
367,170,car,0.46342360973358154,416,145,473,192
367,191,truck,0.5387760996818542,413,145,476,192
368,170,truck,0.4805617332458496,420,144,480,194
368,191,car,0.6004570126533508,417,145,483,194
369,170,car,0.5786511898040771,424,144,488,197
369,191,truck,0.6766753792762756,421,144,492,197
370,191,truck,0.7846136093139648,426,143,502,199
370,212,car,0.614883303642273,207,163,236,175
371,191,truck,0.5972154140472412,430,141,512,202
372,191,truck,0.690095841884613,436,140,524,205
372,213,car,0.8489606976509094,183,164,214,178
373,191,truck,0.8391936421394348,442,138,537,209
373,213,car,0.7475609183311462,170,164,204,180
374,191,truck,0.5937827229499817,450,136,551,212
374,213,car,0.8403615355491638,149,165,187,182
375,191,truck,0.670459508895874,459,134,568,215
375,213,car,0.6688635945320129,124,166,168,185
376,191,truck,0.8148526549339294,471,132,588,216
376,213,car,0.8625888824462891,94,167,146,190
377,191,truck,0.7135949730873108,486,129,608,216
377,213,car,0.8338332772254944,57,168,120,196
378,191,truck,0.5235464572906494,496,125,626,216
378,213,car,0.8382993340492249,16,170,87,202
379,191,truck,0.7623487114906311,504,121,639,216
379,213,car,0.7484007477760315,0,173,59,207
379,221,car,0.3420714735984802,364,161,374,169
380,191,car,0.8347839713096619,511,117,640,218
380,221,car,0.31987464427948,364,161,374,169
381,191,car,0.8184950947761536,523,115,640,217
381,221,car,0.2984991669654846,364,161,375,169
382,191,car,0.6060465574264526,538,116,640,220
382,221,car,0.271436870098114,364,161,375,169
382,212,car,0.4028834104537964,210,160,240,174
386,250,truck,0.36816826462745667,380,154,392,163
386,221,car,0.2603003978729248,363,161,376,170
387,250,truck,0.39035555720329285,380,153,393,163
387,221,car,0.3929852545261383,363,160,376,170
388,250,car,0.2693732678890228,380,153,393,162
388,221,car,0.36814701557159424,364,160,376,169
389,250,truck,0.31157228350639343,380,152,394,162
389,221,car,0.5251124501228333,364,159,377,169
390,250,truck,0.26178479194641113,381,152,395,162
390,221,car,0.5178699493408203,364,159,377,169
391,250,truck,0.3174409568309784,381,152,395,162
391,221,car,0.5396654009819031,364,159,377,169
392,250,truck,0.3421498239040375,381,152,395,162
392,221,car,0.548504650592804,364,159,377,169
393,250,truck,0.3595782518386841,382,152,396,162
393,221,car,0.5012009143829346,364,159,377,169
394,250,truck,0.29156675934791565,382,151,397,162
394,221,car,0.5663759708404541,364,159,377,169
395,221,car,0.5839486718177795,364,158,378,169
396,221,car,0.5866060853004456,364,158,378,169
397,221,car,0.5682576298713684,364,158,378,169
398,221,car,0.47608011960983276,363,157,379,169
398,254,car,0.6269036531448364,232,161,246,170
399,221,car,0.668809711933136,363,157,379,169
399,254,car,0.591467022895813,228,161,242,171
400,221,car,0.5871390700340271,363,156,379,169
401,221,car,0.5142568945884705,363,156,379,168
402,221,car,0.55794358253479,363,155,379,168
403,221,car,0.6394546627998352,363,155,379,168
404,221,car,0.6907318234443665,363,155,379,168
405,221,car,0.7012559175491333,363,155,379,168
405,250,truck,0.3147188127040863,387,148,402,158
406,221,car,0.7306409478187561,362,155,380,168
406,250,truck,0.3313816785812378,388,148,402,158
407,221,car,0.736911416053772,362,155,380,168
407,250,truck,0.3077617883682251,388,147,403,158
408,221,car,0.725263237953186,361,154,380,168
408,250,truck,0.27623459696769714,388,147,404,158
409,221,car,0.6881824135780334,361,154,380,168
410,221,car,0.6931477189064026,361,154,380,168
411,221,car,0.6837880611419678,361,155,380,169
411,250,truck,0.3052002191543579,389,146,405,158
412,221,car,0.6404862999916077,360,154,380,169
412,250,truck,0.30799630284309387,390,146,406,158
413,221,car,0.6426407694816589,360,155,381,170
413,250,truck,0.33258047699928284,390,146,407,158
414,221,car,0.7157960534095764,360,155,381,170
414,250,truck,0.27335554361343384,391,146,407,158
415,221,car,0.6635671854019165,359,155,381,171
416,221,car,0.6944299936294556,359,155,381,171
417,221,car,0.7208020091056824,359,155,381,171
417,250,truck,0.2704523503780365,392,146,409,158
418,221,car,0.730431079864502,359,155,381,172
418,250,bus,0.27483123540878296,393,146,410,159
419,221,car,0.6775398254394531,358,155,381,172
420,221,car,0.7381595969200134,358,156,381,173
421,221,car,0.7624181509017944,357,156,381,173
422,221,car,0.8036643266677856,357,156,382,174
423,221,car,0.7392106652259827,357,156,382,174
424,221,car,0.6556860208511353,357,156,382,175
425,221,car,0.7647864818572998,357,156,383,175
426,221,car,0.7518339157104492,356,156,383,175
427,221,car,0.7480666041374207,356,156,383,176
428,221,car,0.7617161870002747,356,156,384,176
429,221,car,0.7306634783744812,355,156,384,177
430,221,car,0.7334696054458618,355,156,384,177
431,221,car,0.7740432620048523,355,156,384,177
432,221,car,0.8145323395729065,354,156,385,177
433,221,car,0.8335421085357666,354,156,385,178
434,221,car,0.811211884021759,354,155,385,178
435,221,car,0.8256897926330566,354,155,386,179
436,221,car,0.8675108551979065,353,155,387,179
437,221,car,0.8696091175079346,353,155,387,180
437,299,truck,0.5794108510017395,221,149,255,171
438,221,car,0.891725480556488,353,155,388,180
438,299,truck,0.5666874647140503,217,148,249,170
439,221,car,0.8911131024360657,352,154,389,181
439,299,truck,0.4114576578140259,208,148,243,171
440,221,car,0.8998294472694397,352,154,389,181
440,299,truck,0.5226733088493347,199,147,236,172
441,221,car,0.8954920768737793,352,154,389,181
441,299,truck,0.6842666864395142,190,146,229,173
442,221,car,0.8843826055526733,351,153,390,182
442,299,truck,0.4497615098953247,178,145,220,174
443,221,car,0.8655070662498474,350,152,390,182
443,299,truck,0.6138159036636353,168,145,215,175
444,221,car,0.7365162968635559,350,152,390,182
444,299,truck,0.7002698183059692,151,144,201,175
445,221,car,0.7626330256462097,349,152,391,183
445,299,truck,0.7731675505638123,133,143,186,176
446,221,car,0.7401536107063293,348,152,391,184
446,299,truck,0.6837193965911865,110,142,171,180
447,221,car,0.7578253149986267,347,151,391,184
447,299,truck,0.6838054060935974,84,140,155,184
447,318,car,0.5335832834243774,176,155,201,172
448,221,car,0.7004259824752808,346,151,391,185
448,299,truck,0.6005432605743408,57,139,135,185
448,319,car,0.5543839931488037,265,157,276,163
449,221,car,0.737812340259552,346,151,392,186
449,319,car,0.3862132728099823,263,157,274,163
450,221,car,0.8728672862052917,344,151,392,187
450,319,car,0.42955484986305237,260,156,271,163
451,221,car,0.8742354512214661,343,151,392,188
451,319,car,0.35530948638916016,257,156,268,163
452,221,car,0.8541977405548096,342,151,392,189
452,319,car,0.5481666326522827,254,156,266,163
453,221,car,0.8209866285324097,341,151,393,190
453,319,car,0.39762359857559204,251,156,264,164
454,221,car,0.8728288412094116,340,151,393,191
454,319,car,0.36134031414985657,248,156,261,164
455,221,car,0.8783146739006042,338,151,393,193
455,319,car,0.43948987126350403,244,157,258,165
456,221,car,0.9109489321708679,337,151,394,194
456,319,car,0.4500208795070648,241,156,255,164
457,221,car,0.9043830037117004,335,150,395,196
457,319,car,0.3624286949634552,238,156,251,164
458,221,car,0.9005746841430664,333,150,395,197
458,319,car,0.405621200799942,234,156,247,164
459,221,car,0.9140655398368835,332,150,395,198
460,221,car,0.9125337600708008,331,150,396,200
460,319,car,0.5157323479652405,224,157,240,166
461,221,car,0.9044185876846313,329,149,396,201
461,319,car,0.4027886986732483,220,157,235,165
462,221,car,0.8936311602592468,327,149,396,203
462,319,car,0.4758831262588501,215,156,231,165
463,221,car,0.8927541375160217,325,149,397,205
463,319,car,0.608256459236145,209,156,227,167
464,221,car,0.8852638602256775,324,148,398,206
464,319,car,0.3428359627723694,204,157,222,167
465,221,car,0.8984352350234985,322,148,398,208
466,221,car,0.8980054259300232,320,148,398,209
467,221,car,0.8947170972824097,317,147,398,211
468,221,car,0.8882609009742737,314,147,399,214
469,221,car,0.9095177054405212,311,146,398,216
470,221,car,0.8807059526443481,308,146,398,218
471,221,car,0.8594791889190674,304,146,398,220
472,221,car,0.8878509998321533,300,145,398,222
473,221,car,0.8479139804840088,296,145,397,225
474,221,car,0.8644390106201172,291,144,397,227
474,343,car,0.7607403993606567,104,159,137,176
475,221,car,0.8843814134597778,286,144,396,230
475,343,car,0.7751142978668213,88,159,122,177
476,221,car,0.9250841736793518,281,143,395,233
476,343,car,0.7304614782333374,68,161,106,180
477,221,car,0.8868809938430786,275,143,394,236
477,343,car,0.7181942462921143,48,161,87,182
477,344,truck,0.509903073310852,355,127,393,168
478,221,car,0.8818058967590332,269,142,393,239
478,343,car,0.8101243376731873,25,163,67,184
478,344,truck,0.5505408048629761,355,127,394,168
479,221,car,0.8893219232559204,262,142,391,242
479,343,car,0.7832931876182556,1,164,50,189
479,344,truck,0.5985709428787231,354,126,394,169
480,221,car,0.8821393251419067,254,141,389,247
480,343,car,0.6264058351516724,0,166,35,192
480,344,truck,0.6484176516532898,353,126,394,169
481,221,car,0.8578158020973206,246,140,388,251
481,344,truck,0.6652582883834839,353,125,393,169
482,221,car,0.6512342095375061,237,139,386,255
482,344,truck,0.726195216178894,352,124,393,169
483,221,car,0.8619426488876343,228,138,383,258
483,344,truck,0.6743115186691284,351,124,393,169
484,221,car,0.7374355792999268,220,138,379,261
484,344,truck,0.6171503663063049,350,123,392,169
485,221,car,0.8752996921539307,210,137,376,265
485,344,truck,0.6755585670471191,349,123,392,169
486,221,car,0.7637495398521423,201,136,372,268
486,344,truck,0.6904408931732178,349,122,392,170
487,221,car,0.8359185457229614,190,135,369,273
487,344,truck,0.7577700018882751,349,123,392,170
488,221,car,0.8382676243782043,180,134,365,275
488,344,truck,0.7823375463485718,349,122,392,170
489,221,car,0.8608110547065735,171,133,358,276
489,344,truck,0.7694091796875,349,122,392,170
490,221,car,0.8207128643989563,161,133,349,275
490,344,truck,0.7851583361625671,348,121,392,171
491,221,car,0.7804839611053467,157,133,335,264
491,344,truck,0.821169912815094,347,121,391,171
492,221,car,0.8944739103317261,147,132,327,263
492,344,truck,0.8381457924842834,346,120,391,171
493,221,car,0.8789467215538025,138,131,318,259
493,344,truck,0.823643147945404,345,120,390,171
494,221,car,0.8490616083145142,121,131,316,268
494,344,truck,0.8535603284835815,345,119,389,171
495,221,car,0.6363275647163391,109,131,310,271
495,344,truck,0.8163802027702332,344,119,389,172
496,221,car,0.7079612612724304,97,130,308,276
496,344,truck,0.8129435777664185,343,118,388,171
497,221,car,0.6996285319328308,86,129,305,278
497,344,truck,0.8431995511054993,342,118,388,172
498,221,car,0.8474459648132324,81,128,298,275
498,344,truck,0.8594295382499695,341,117,387,172
499,221,car,0.760408878326416,71,128,293,276
499,344,truck,0.8587852120399475,341,116,387,172
500,221,car,0.7942695617675781,61,127,290,279
500,344,truck,0.8694360852241516,340,116,386,172
501,221,car,0.517572820186615,49,128,288,285
501,344,truck,0.8472579121589661,339,115,386,172
502,221,car,0.7237322330474854,43,127,286,287
502,344,truck,0.7958053350448608,338,115,386,172
503,221,car,0.5664118528366089,35,128,285,292
503,344,truck,0.8432072997093201,338,115,385,172
504,221,car,0.6991832256317139,27,128,281,294
504,344,truck,0.8265639543533325,337,114,385,173
505,221,car,0.6518065333366394,22,128,278,296
505,344,truck,0.8241889476776123,336,115,384,173
506,221,car,0.5934631824493408,19,129,273,296
506,344,truck,0.8420163989067078,336,115,384,174
507,221,car,0.7329064607620239,18,130,270,295
507,344,truck,0.8467500805854797,335,115,383,175
508,221,car,0.5272328853607178,14,131,265,295
508,344,truck,0.8678652048110962,335,115,383,175
509,221,car,0.7119224667549133,14,133,261,295
509,344,truck,0.8371561169624329,335,115,383,176
510,221,car,0.8782722353935242,15,134,259,293
510,344,truck,0.832821249961853,335,115,384,176
511,221,car,0.8398089408874512,15,135,258,293
511,344,truck,0.8315429091453552,336,115,385,176
512,221,car,0.8875246644020081,16,136,257,292
512,344,truck,0.8238945603370667,336,114,386,177
513,221,car,0.8709067702293396,18,137,256,291
513,344,truck,0.8494832515716553,337,114,386,177
514,221,car,0.8618398904800415,22,138,254,287
514,344,truck,0.6915799379348755,338,114,387,177
515,221,car,0.8697279691696167,26,139,253,286
515,344,truck,0.8427234888076782,339,114,389,177
516,221,car,0.8564804196357727,30,141,252,284
516,344,truck,0.822921872138977,340,115,390,178
517,221,car,0.8872939348220825,35,142,252,281
517,344,truck,0.786392092704773,341,115,391,178
518,221,car,0.845653235912323,39,143,252,279
518,344,truck,0.7509332895278931,342,115,392,179
519,221,car,0.9266662001609802,43,143,251,275
519,344,truck,0.7835947871208191,343,115,393,179
520,221,car,0.9182376861572266,47,144,251,274
520,344,truck,0.7911631464958191,344,115,394,180
521,221,car,0.8987603783607483,49,145,252,273
521,344,truck,0.7605883479118347,344,115,395,180
522,221,car,0.9186767339706421,52,146,252,272
522,344,truck,0.7615171670913696,345,115,396,181
523,221,car,0.8890396356582642,55,146,254,271
523,344,truck,0.7439804673194885,346,114,397,182
524,221,car,0.8710727095603943,58,147,255,270
524,344,truck,0.7644857168197632,347,115,398,182
525,221,car,0.929792046546936,61,147,256,270
525,344,truck,0.8214674592018127,348,115,399,182
526,221,car,0.8245533108711243,64,148,257,269
526,344,truck,0.8362690210342407,348,115,400,183
527,221,car,0.7169164419174194,67,148,258,269
527,344,truck,0.8662912845611572,349,115,401,183
528,221,car,0.8740121722221375,70,149,259,267
528,344,truck,0.7825513482093811,349,115,402,184
529,221,car,0.8958311676979065,74,149,260,266
529,344,truck,0.7839086651802063,350,115,403,184
530,221,car,0.9258103966712952,78,149,262,265
530,344,truck,0.7350019812583923,351,114,404,184
531,221,car,0.922577440738678,82,149,263,263
531,344,truck,0.780704915523529,352,114,405,185
532,221,car,0.9288764595985413,85,149,264,262
532,344,truck,0.7120734453201294,353,113,407,185
533,221,car,0.9144425988197327,89,149,265,260
533,344,truck,0.7224860787391663,354,113,408,185
534,221,car,0.9388988018035889,94,149,267,258
534,344,truck,0.7172117233276367,354,112,409,185
535,221,car,0.9146921634674072,97,149,268,257
535,344,truck,0.6894183158874512,355,112,411,185
536,221,car,0.8952202200889587,101,149,270,255
536,344,truck,0.773871123790741,356,111,412,185
537,221,car,0.9248253703117371,106,149,271,253
537,344,truck,0.7472319602966309,357,110,414,185
538,221,car,0.9115511775016785,109,149,274,253
538,344,truck,0.7887973785400391,358,110,415,185
539,221,car,0.8821606636047363,113,149,276,252
539,344,truck,0.8160495758056641,359,109,417,185
540,221,car,0.9185109734535217,116,149,278,251
540,344,truck,0.7421478629112244,361,108,419,185
541,221,car,0.9168207049369812,121,149,279,250
541,344,truck,0.7607660889625549,362,108,420,185
542,221,car,0.9253746271133423,124,149,282,249
542,344,truck,0.7944201231002808,363,107,422,185
543,221,car,0.9271057844161987,128,149,284,248
543,344,truck,0.8047584295272827,364,107,423,186
544,221,car,0.8948953747749329,132,149,286,247
544,344,truck,0.8187073469161987,365,106,425,186
545,221,car,0.9130004644393921,135,149,288,247
545,344,truck,0.836386501789093,366,106,427,186
546,221,car,0.8793079853057861,139,149,290,246
546,344,truck,0.8519029021263123,367,105,428,186
547,221,car,0.9093119502067566,143,150,292,245
547,344,truck,0.8098273277282715,368,105,430,187
548,221,car,0.9097280502319336,146,150,294,244
548,344,truck,0.8275387287139893,369,104,432,187
549,221,car,0.9234890341758728,150,150,297,244
549,344,truck,0.8012524247169495,370,104,433,188
550,221,car,0.8869302272796631,154,150,299,243
550,344,truck,0.796259343624115,370,104,435,188
